title,price,total sold,link
Python Programming In A Day & Excel Shortcuts,$20.35,0,https://www.ebay.com/itm/Python-Programming-In-A-Day-Excel-Shortcuts/184091535217?epid=219921532&hash=item2adcb5e771:g:nToAAOSwJedfhZy4	
Python for Beginners: Step-By-Step Guide to Learning Python Programming,$16.70,1,https://www.ebay.com/itm/Python-for-Beginners-Step-By-Step-Guide-to-Learning-Python-Programming/184388381434?epid=21038533595&hash=item2aee676afa:g:JgAAAOSwQDZfKKvD	
Expert Python Programming,$51.17,0,https://www.ebay.com/itm/Expert-Python-Programming/184388740779?epid=10038526775&hash=item2aee6ce6ab:g:SeAAAOSwPDRfKOba	
"Fluent Python: Clear, Concise, and Effective Programming",$30.48,0,https://www.ebay.com/itm/Fluent-Python-Clear-Concise-and-Effective-Programming/313250529387?epid=201751378&hash=item48ef2fc06b:g:2eEAAOSwtfhYqIXp	
Python for Kids : A Playful Introduction to Programming,$4.95,0,https://www.ebay.com/itm/Python-for-Kids-A-Playful-Introduction-to-Programming/383765208899?hash=item595a305f43:g:Jp8AAOSw955fh1BZ	
Programming Concepts In Python,$33.29,0,https://www.ebay.com/itm/Programming-Concepts-In-Python/184051050877?epid=246184400&hash=item2ada4c297d:g:VzMAAOSw~Zlfhbcz	
Python Crash Course 2nd Edition Introduction Programming Eric Matthes (Digital),$3.99,0,https://www.ebay.com/itm/Python-Crash-Course-2nd-Edition-Introduction-Programming-Eric-Matthes-Digital/353235587914?hash=item523e7b534a:g:m-YAAOSwx~dfhMDv	
Coding Owners' Workshop Manual: A step-by-step guide to programming in Python,$6.47,0,https://www.ebay.com/itm/Coding-Owners-Workshop-Manual-A-step-by-step-guide-to-programming-in-Python/282862619828?epid=241102819&hash=item41dbed0cb4:g:PQ4AAOSwnD1duIme	
Learn to Program with Minecraft: Transform Your World with the Power of Python,$8.09,0,https://www.ebay.com/itm/Learn-to-Program-with-Minecraft-Transform-Your-World-with-the-Power-of-Python/224194171144?epid=210339524&hash=item3433039108:g:KVYAAOSwOgdYn7hg	
Python Programming for Beginners: The Complete Beginner's Guide to Python Pro...,$16.12,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-The-Complete-Beginners-Guide-to-Python-Pro/402380704190?epid=24038783266&hash=item5dafc249be:g:3J4AAOSwUlxfRBu4	
"Python : An Introduction to Programming, Paperback by Parker, James R., Like ...",$93.46,0,https://www.ebay.com/itm/Python-An-Introduction-to-Programming-Paperback-by-Parker-James-R-Like/293783926218?epid=228758372&hash=item4466e2f5ca:g:D2IAAOSwzatfiD7D	
Python Programming For Beginners: Learn The Basics Of Python Programming (Pyt...,$19.54,0,https://www.ebay.com/itm/Python-Programming-For-Beginners-Learn-The-Basics-Of-Python-Programming-Pyt/293781729004?hash=item4466c16eec:g:dFAAAOSwqPBfhs89	
Python Programming for Beginners: The Complete Beginner's Guide To Python P...,$14.91,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-The-Complete-Beginners-Guide-To-Python-P/184388542904?epid=24038783266&hash=item2aee69e1b8:g:jPoAAOSwvLpfKMXM	
"Supercharged Python : Take Your Code to the Next Level, Paperback by Overland...",$24.25,0,https://www.ebay.com/itm/Supercharged-Python-Take-Your-Code-to-the-Next-Level-Paperback-by-Overland/203137277184?epid=7038266038&hash=item2f4becdd00:g:42kAAOSw8A1fg-W5	
Python Programming for Beginners: Python Programming Language Tutorial by Joseph,$10.58,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-Python-Programming-Language-Tutorial-by-Joseph/381836599247?hash=item58e73c1fcf:g:dPIAAOSw-Cte-i6~	
Introduction to Programming Using Python by Liang 1st International Soft Ed Same,$29.36,3,https://www.ebay.com/itm/Introduction-to-Programming-Using-Python-by-Liang-1st-International-Soft-Ed-Same/283710006601?epid=109472570&hash=item420e6f2549:g:3S8AAOSwNhNd9MLy	
Python Programming for Beginners : The Ultimate Beginners Crash Course to Lea...,$13.22,4,https://www.ebay.com/itm/Python-Programming-for-Beginners-The-Ultimate-Beginners-Crash-Course-to-Lea/401993094591?epid=235536667&hash=item5d98a7d5bf:g:-QwAAOSwVXVfBBBp	
Python : Python Programming: Learn Python Programming in a Day - a Comprehens...,$17.52,0,https://www.ebay.com/itm/Python-Python-Programming-Learn-Python-Programming-in-a-Day-a-Comprehens/273651228699?epid=235524034&hash=item3fb6e2601b:g:i5kAAOSwsdpfBC5v	
Python Programming for Beginners: An Introduction to the Python Computer Languag,$16.37,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-An-Introduction-to-the-Python-Computer-Languag/353189986047?epid=205598509&hash=item523bc37eff:g:XR8AAOSw3v5YqOVN	
"Python Programming Notebook for Computer Programmers & Developers, Python / D...",$9.77,0,https://www.ebay.com/itm/Python-Programming-Notebook-for-Computer-Programmers-Developers-Python-D/402347243533?epid=23038413777&hash=item5dadc3b80d:g:aKkAAOSwU2FfJj8x	
Python Programming: The Ultimate Beginner's Guide to Learn Python Step by Ste...,$64.09,0,https://www.ebay.com/itm/Python-Programming-The-Ultimate-Beginners-Guide-to-Learn-Python-Step-by-Ste/293774369765?hash=item44665123e5:g:i60AAOSw1zVfgHTY	
Start Programming With Python,$11.83,1,https://www.ebay.com/itm/Start-Programming-With-Python/184112986649?hash=item2addfd3a19:g:S2IAAOSwMjVfh~9A	
Animal Guide Ser.: Learning Python : Powerful Object-Oriented Programming by Ma…,$10.99,0,https://www.ebay.com/itm/Animal-Guide-Ser-Learning-Python-Powerful-Object-Oriented-Programming-by-Ma/143661169878?epid=73904722&hash=item2172df7cd6:g:4vwAAOSwjTVfFLcj	
Learn Python in One Hour: Programming by Example (Paperback or Softback),$9.45,0,https://www.ebay.com/itm/Learn-Python-in-One-Hour-Programming-by-Example-Paperback-or-Softback/381244160808?epid=202474864&hash=item58c3ec3b28:g:uFQAAOSw0c9fLKLz	
Introduction to Programming Concepts with Case Studies in Python,$6.71,0,https://www.ebay.com/itm/Introduction-to-Programming-Concepts-with-Case-Studies-in-Python/274374560306?epid=117164751&hash=item3fe1ff8a32:g:tv8AAOSwOQxZc0jn	
"Python Programming: A Complete Guide For Beginners To Master... by Draper, Brian",$11.69,0,https://www.ebay.com/itm/Python-Programming-A-Complete-Guide-For-Beginners-To-Master-by-Draper-Brian/353147858301?epid=235250535&hash=item523940ad7d:g:D-4AAOSwz7BfGRhn	
"Python Programming for the Absolute Beginner, Second Edition - VERY GOOD",$17.59,0,https://www.ebay.com/itm/Python-Programming-for-the-Absolute-Beginner-Second-Edition-VERY-GOOD/264665419006?epid=48238640&_trkparms=ispr%3D1&hash=item3d9f49ccfe:g:m~sAAOSw2bVfVvb3&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkXKoKcbeZcOrOku%252BoOBl%252BSz6r0oZOn02513JHD4BNy73jEN3gg4V6Yx2%252B43oSQQHNUfAUtALI7P62pkHC7dDfaQkxTwsJbc4jsogqylilrwJtwzg7LBIhmPG7V0JJ7mgziL5yyEP3BDAgZ847NP2MQUHxyLGfmISeSryrSfsa35BzDjozfFIN1d7MkQFrv6sMW%252FyJpU0j7PBZAOIqHfqnVMJ7KLD9RwDkYFqOVRHMPesuBQwcByEtOu4j4MuZOwcVXtsPO6EPyq26ZH7lJpSxGMAF%252BMbLLRx%252BDpZoHKSbNYo7dJTNolhd56vOFCM0puxha4jCGE7CCfTOgBYl%252BDEXLq%252FTcAwMeaZnxOTUWHrE7218s2rnp5kL3AA7y0O0EpNE0nRDkJHYTtNoY%252Bm2rhYa3MASw4wenjNMWOHhSCGV1A6H6fjWV0uhLFeLEHMs8ylpAIZoy75qLFcrDszDtnWwb71dp0rJiG0Vmy4k9oTZB113HYR46JMmERQW%252FkbiIyyq030OSb%252FsTglJdMuPKR85BFkAfqjZ3Un8N8MswPEDU4CIDR5LzQkQKhEAKbCyarres4ComVNkm7hQD0yEIwMpro6HeoSou%252BOkG%252B6ZxSpc36pk3zPuMdqdcl%252BDZi4TqcVVeBa236LrT9Kp%252BgKXlHIOjUTfnCCYoOyIyy5CUbyVr1B%252BA40ZCQKGMWVa6sBghyTj9I1p%252BkEcyoeL8Pt0Odps7T9MJgpaS50rRflksE0D0j5rhNeOzLC6%252BxAjPeIeW9IvcCYbI2cMc%252FNsnWxR4%252FjD9A%253D%253D%7Ccksum%3A2646654190069d2ad96f7e0c47d5b01f81bcbe379c53%7Campid%3APL_CLK%7Cclp%3A2334524	
Python Programming Fundamentals (Undergraduate Topics in Computer S - GOOD,$35.19,0,https://www.ebay.com/itm/Python-Programming-Fundamentals-Undergraduate-Topics-in-Computer-S-GOOD/274465202325?epid=208661274&_trkparms=ispr%3D1&hash=item3fe766a095:g:8FAAAOSwMZpfYvdM&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkY3FSd4Ad8xn3oRtkVexxrB2w%252F2sPdBPCcLHzoDDT1KUya2K98922Hh3%252Fi61V5ypEKhUUCq%252FZq9QRIMAU56p4OuZR6CfVl0LDlskxU9f9di4SVOhNtOntTeS4jUdBBwyFHqwLTfW0APOs5jG%252FXH6DTrgBlzL13yyJnUzgzg37ZInoGDNhFBBJlS4WDt6x80w9pxPkUXw9qDl1%252BuxBi4sa9bsi0A6qNsyUesLy1BK0us0RXr8AraxXhtZQ9bOh5b78oMiGraAnX6sWu2iCJ8Iw2%252B58Fx2cidyGC%252F6pwfdbxyaM9DXZVQT6nuYoSsGSUXpcwku6dnPc%252FqMf%252FuHpTBHW13hEsZbNMaeJkIeU5NHptumlgnSLBD7SGgh3v%252Bjx%252BLI1EfULBnOBt%252FTVDlc1NgZLp8dyg4GpTqLW9eN438ujt3rnmC8MQllmheq2QEB0oRCBga4tdl1LU1j7AuJOJ9j1TWhWl6NRfXKRClrKpsGl1sKWUbUidmfTGtQRXS2hgqbiVWW%252FJeKjASvU%252BtuwY2fNscVeMDoM3LmqzgKodJgD%252BlX%252FkIwBuOL0Usx6ts%252F%252Fm1jsOfBA3uiTW%252Fik5dJKgz27QfmSUa3XoN56Ll0v6sW7rZu3Qm1yK1D9NZ7Kmp9amVJ3VIby9HTEIGsVA47eP5DllZ%252FBE1wC19ig3clchuqdbKjRYNjMQ9g84cTd4rB%252FcJlgr0yCP%252B64oxn4nf2YKd1L%252BZwNsrVDe5LTr9ePMW3VvZgJZNIGkz2Os%252B%252BuaVSAiTHgmZefXnddZghSoukW2CZy6w%253D%253D%7Ccksum%3A2744652023259d2ad96f7e0c47d5b01f81bcbe379c53%7Campid%3APL_CLK%7Cclp%3A2334524	
